DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2019-12-05,"146,5",136,"0,928327645","-0,023494404","0,951822049","41,57%",2019-12-05,"1 723,63279394587","3,49%"
2019-12-06,"149,4",137,"0,917001339","-0,034791317","0,951792655","41,37%",2019-12-06,"1 742,60996340396","5,28%"
2019-12-09,"148,7",136,"0,914593141","-0,037018894","0,951612035","42,97%",2019-12-09,"1 743,31158327406","5,35%"
2019-12-10,"148,1",135,"0,911546253","-0,039956151","0,951502403","42,34%",2019-12-10,"1 735,51124702043","5,41%"
2019-12-11,"148,3",135,"0,910316925","-0,041010516","0,951327441","42,28%",2019-12-11,"1 741,62075180310","5,08%"
2019-12-12,149,135,"0,906040268","-0,045129818","0,951170086","40,54%",2019-12-12,"1 758,24245365175","3,15%"
2019-12-13,"148,8",136,"0,913978495","-0,037058215","0,95103671","40,99%",2019-12-13,"1 770,11942219139","3,93%"
2019-12-16,"150,8",137,"0,908488064","-0,042272987","0,950761051","37,67%",2019-12-16,"1 787,65654271148","2,88%"
2019-12-17,150,136,"0,906666667","-0,04376584","0,950432507","39,60%",2019-12-17,"1 791,93430659316","2,64%"
2019-12-18,150,136,"0,906666667","-0,043462898","0,950129565","38,93%",2019-12-18,"1 787,96086688917","2,99%"
2019-12-19,"150,7",136,"0,902455209","-0,047411506","0,949866715","40,01%",2019-12-19,"1 783,28568190478","3,18%"
2019-12-20,"153,1",137,"0,894839974","-0,054634676","0,94947465","40,30%",2019-12-20,"1 794,79838674579","3,38%"
2019-12-23,"153,2",138,"0,90078329","-0,048332581","0,949115871","40,34%",2019-12-23,"1 795,65750094596","2,10%"
2019-12-27,"154,4",138,"0,893782383","-0,054849599","0,948631982","38,73%",2019-12-27,"1 798,03862027577","2,38%"
2019-12-30,"152,8",136,"0,890052356","-0,058022004","0,94807436","38,61%",2019-12-30,"1 771,85046699957","2,32%"
2020-01-02,157,139,"0,885350318","-0,06213462","0,947484938","35,29%",2020-01-02,"1 808,62654116947","1,48%"
2020-01-03,"156,4",138,"0,882352941","-0,064453349","0,946806291","36,83%",2020-01-03,"1 785,23356738758","3,16%"
2020-01-07,"155,7",137,"0,879897238","-0,066246729","0,946143968","36,16%",2020-01-07,"1 796,84969015206","2,49%"
2020-01-08,"156,7",137,"0,874282068","-0,071209535","0,945491603","33,89%",2020-01-08,"1 795,40751809744","1,41%"
2020-01-09,"157,6",138,"0,875634518","-0,069275615","0,944910133","33,63%",2020-01-09,"1 796,73478827442","1,09%"
2020-01-10,"156,4",137,"0,875959079","-0,0683393","0,944298379","35,29%",2020-01-10,"1 784,97170154857","1,96%"
2020-01-13,157,137,"0,872611465","-0,071085707","0,943697172","30,96%",2020-01-13,"1 790,51048634834","-0,87%"
2020-01-14,157,138,"0,878980892","-0,064173001","0,943153893","31,21%",2020-01-14,"1 792,90306998726","-1,61%"
2020-01-15,"156,3",139,"0,889315419","-0,05341384","0,942729259","27,90%",2020-01-15,"1 787,29063873659","-3,62%"
2020-01-16,"158,4",140,"0,883838384","-0,058244455","0,942082839","26,77%",2020-01-16,"1 812,29721017863","-5,31%"
2020-01-17,"160,5",141,"0,878504673","-0,062991733","0,941496406","29,47%",2020-01-17,"1 825,94195676647","-5,93%"
2020-01-20,"161,1",141,"0,875232775","-0,065675337","0,940908112","29,61%",2020-01-20,"1 821,28976034655","-4,00%"
2020-01-21,"160,8",140,"0,870646766","-0,069582759","0,940229526","33,46%",2020-01-21,"1 825,61831884196","-2,92%"
2020-01-22,"161,1",140,"0,86902545","-0,070456065","0,939481515","39,29%",2020-01-22,"1 811,76040882667","-0,90%"
2020-01-23,"159,8",138,"0,863579474","-0,075081341","0,938660815","47,06%",2020-01-23,"1 795,42779993499","1,49%"
2020-01-24,"163,7",141,"0,861331704","-0,076460914","0,937792618","43,56%",2020-01-24,"1 812,84614900081","0,37%"
2020-01-27,"160,5",138,"0,859813084","-0,07715489","0,936967974","49,53%",2020-01-27,"1 771,47509564036","6,62%"
2020-01-28,162,138,"0,851851852","-0,08432953","0,936181382","40,86%",2020-01-28,"1 786,35037234642","5,55%"
2020-01-29,"162,6",139,"0,854858549","-0,080551911","0,935410459","40,96%",2020-01-29,"1 791,67200212211","6,21%"
2020-01-30,162,138,"0,851851852","-0,082814055","0,934665907","42,35%",2020-01-30,"1 787,95590215163","5,84%"
2020-01-31,"160,9",138,"0,857675575","-0,07635307","0,934028645","43,82%",2020-01-31,"1 783,26321284279","6,39%"
2020-02-03,"161,9",137,"0,846201359","-0,087197905","0,933399264","41,45%",2020-02-03,"1 782,90880791547","7,60%"
2020-02-04,"164,7",138,"0,837887067","-0,094740187","0,932627255","38,80%",2020-02-04,"1 821,03894995370","5,55%"
2020-02-05,"165,6",140,"0,845410628","-0,086444223","0,931854851","39,13%",2020-02-05,"1 847,35013851216","4,07%"
2020-02-06,"162,6",137,"0,842558426","-0,088419649","0,930978075","40,84%",2020-02-06,"1 851,94515967911","3,43%"
2020-02-07,"161,5",137,"0,848297214","-0,081823122","0,930120335","44,02%",2020-02-07,"1 849,85914820946","4,14%"
2020-02-10,"162,6",137,"0,842558426","-0,08675005","0,929308476","34,69%",2020-02-10,"1 857,99601276624","3,43%"
2020-02-11,"166,6",139,"0,834333733","-0,094075966","0,9284097","30,97%",2020-02-11,"1 884,12614061034","2,87%"
2020-02-12,"164,5",138,"0,838905775","-0,088525423","0,927431198","31,67%",2020-02-12,"1 889,75332939969","2,21%"
2020-02-13,"165,8",139,"0,838359469","-0,087971227","0,926330696","31,36%",2020-02-13,"1 883,02050541019","2,60%"
2020-02-14,167,138,"0,826347305","-0,098992071","0,925339376","31,74%",2020-02-14,"1 885,62273570572","2,73%"
2020-02-17,"171,9",139,"0,808609657","-0,115656245","0,924265902","31,36%",2020-02-17,"1 888,34940545476","1,55%"
2020-02-18,"171,3",138,"0,805604203","-0,117518645","0,923122848","27,38%",2020-02-18,"1 878,79318039168","2,41%"
2020-02-19,"172,8",139,"0,804398148","-0,117520085","0,921918234","26,16%",2020-02-19,"1 900,28162755373","0,98%"
2020-02-20,"173,2",143,"0,825635104","-0,095156805","0,920791909","24,94%",2020-02-20,"1 898,92520902964","0,70%"
2020-02-21,"172,6",142,"0,822711472","-0,09680023","0,919511701","9,50%",2020-02-21,"1 879,09565435032","2,01%"
2020-02-24,"162,3",137,"0,844115835","-0,074287584","0,918403418","16,45%",2020-02-24,"1 798,20459316468","6,08%"
2020-02-25,"158,3",135,"0,852811118","-0,064577402","0,91738852","19,77%",2020-02-25,"1 769,14073668645","8,84%"
2020-02-26,"159,2",135,"0,84798995","-0,068244944","0,916234894","17,78%",2020-02-26,"1 782,09545996512","8,10%"
2020-02-27,"152,8",131,"0,857329843","-0,057905654","0,915235497","21,07%",2020-02-27,"1 721,58866153948","10,76%"
2020-02-28,"150,1",129,"0,859427049","-0,054700423","0,914127472","26,78%",2020-02-28,"1 668,83681521600","13,33%"
2020-03-02,"149,5",129,"0,862876254","-0,050171898","0,913048152","29,23%",2020-03-02,"1 679,13383519296","12,60%"
2020-03-03,"155,8",131,"0,840821566","-0,070785539","0,911607105","23,43%",2020-03-03,"1 694,55824030887","11,52%"
2020-03-04,"154,1",131,"0,850097339","-0,060261319","0,910358659","24,33%",2020-03-04,"1 704,20192608931","11,03%"
2020-03-05,"151,6",128,"0,844327177","-0,064852783","0,909179959","29,22%",2020-03-05,"1 683,18623667025","12,00%"
2020-03-06,148,126,"0,851351351","-0,056727043","0,908078395","32,77%",2020-03-06,"1 628,99737911170","15,83%"
2020-03-09,"139,8",120,"0,858369099","-0,048646788","0,907015887","38,77%",2020-03-09,"1 542,44097865343","19,62%"
2020-03-10,"141,8",121,"0,853314528","-0,052716791","0,906031319","37,38%",2020-03-10,"1 533,78562187304","21,48%"
2020-03-11,"138,5",119,"0,859205776","-0,045951013","0,905156789","40,22%",2020-03-11,"1 511,96102912108","23,55%"
2020-03-12,"119,4",110,"0,921273032","0,016409543","0,904863489","62,65%",2020-03-12,"1 352,12933885229","38,15%"
2020-03-13,121,111,"0,917355372","0,01279471","0,904560662","60,50%",2020-03-13,"1 376,45515190393","35,71%"
2020-03-16,"117,4",108,"0,919931857","0,015630819","0,904301038","69,85%",2020-03-16,"1 329,15785337529","41,92%"
2020-03-17,"122,8",110,"0,895765472","-0,00791672","0,903682192","61,81%",2020-03-17,"1 372,78793464063","37,90%"
2020-03-18,"125,6",106,"0,843949045","-0,058605371","0,902554416","59,00%",2020-03-18,"1 337,23781566004","40,19%"
2020-03-19,"125,9",107,"0,849880858","-0,05147709","0,901357947","58,62%",2020-03-19,"1 380,58350976629","35,79%"
2020-03-20,"127,6",107,"0,838557994","-0,061426013","0,899984006","55,64%",2020-03-20,"1 355,54205348866","39,83%"
2020-03-23,"117,9",102,"0,865139949","-0,03390424","0,89904419","65,65%",2020-03-23,"1 292,27413950757","46,44%"
2020-03-24,"124,8",107,"0,857371795","-0,040538394","0,897910189","56,33%",2020-03-24,"1 383,87833618505","40,15%"
2020-03-25,"133,1",111,"0,833959429","-0,062553757","0,896513186","46,88%",2020-03-25,"1 446,56440667699","34,76%"
2020-03-26,"132,8",115,"0,865963855","-0,029476496","0,895440351","44,20%",2020-03-26,"1 470,89256451062","31,99%"
2020-03-27,"128,4",111,"0,864485981","-0,029777414","0,894263395","49,30%",2020-03-27,"1 419,28811111599","38,00%"
2020-03-30,134,114,"0,850746269","-0,042077301","0,89282357","43,58%",2020-03-30,"1 449,20174092261","35,40%"
2020-03-31,"141,6",116,"0,81920904","-0,071952324","0,891161364","36,37%",2020-03-31,"1 482,42963113636","33,04%"
2020-04-01,"137,9",114,"0,826686004","-0,062944791","0,889630795","39,23%",2020-04-01,"1 425,99468892245","37,08%"
2020-04-02,"137,5",113,"0,821818182","-0,066187888","0,888006069","39,05%",2020-04-02,"1 427,18732298311","37,50%"
2020-04-03,"138,5",112,"0,80866426","-0,07756509","0,88622935","40,79%",2020-04-03,"1 404,58921359060","39,39%"
2020-04-06,"142,4",116,"0,814606742","-0,069919241","0,884525982","36,94%",2020-04-06,"1 461,23283072298","35,39%"
2020-04-07,"152,5",121,"0,793442623","-0,089249516","0,882692139","30,49%",2020-04-07,"1 510,84578013729","31,53%"
2020-04-08,"151,6",120,"0,791556728","-0,08918931","0,880746038","29,95%",2020-04-08,"1 499,51181640520","32,46%"
2020-04-09,"150,3",119,"0,791749834","-0,087066531","0,878816364","28,81%",2020-04-09,"1 498,76393388201","31,78%"
2020-04-14,"157,3",123,"0,781945327","-0,09469728","0,876642608","25,68%",2020-04-14,"1 535,84149992930","29,68%"
2020-04-15,"151,7",119,"0,78444298","-0,090153933","0,874596913","27,88%",2020-04-15,"1 480,59892789485","33,47%"
2020-04-16,"148,2",119,"0,802968961","-0,069793976","0,872762937","32,19%",2020-04-16,"1 483,79236111696","32,86%"
2020-04-17,"153,8",123,"0,799739922","-0,071120857","0,870860778","21,85%",2020-04-17,"1 534,55119248853","26,99%"
2020-04-20,"150,6",124,"0,823373174","-0,045848429","0,869221603","27,36%",2020-04-20,"1 541,16551209114","28,33%"
2020-04-21,"147,8",121,"0,818673884","-0,048940864","0,867614747","31,12%",2020-04-21,"1 493,45387755054","33,15%"
2020-04-22,"148,3",122,"0,822656777","-0,0433477","0,866004477","31,69%",2020-04-22,"1 527,63331070080","30,77%"
2020-04-23,"154,2",125,"0,810635538","-0,05375308","0,864388618","26,26%",2020-04-23,"1 541,88911762017","30,12%"
2020-04-24,152,123,"0,809210526","-0,053601601","0,862812127","28,62%",2020-04-24,"1 514,12972569166","31,39%"
2020-04-27,"150,9",124,"0,821736249","-0,039671312","0,861407561","29,89%",2020-04-27,"1 539,51398030220","30,07%"
2020-04-28,"149,7",123,"0,821643287","-0,038379174","0,86002246","30,79%",2020-04-28,"1 568,50224038150","27,46%"
2020-04-29,150,123,"0,82","-0,038681727","0,858681727","30,27%",2020-04-29,"1 600,85527039305","24,81%"
2020-04-30,"146,6",120,"0,818553888","-0,038885245","0,857439133","34,04%",2020-04-30,"1 577,91688383931","27,39%"
2020-05-04,"140,1",119,"0,849393291","-0,007079474","0,856472765","45,04%",2020-05-04,"1 505,21100270098","34,51%"
2020-05-05,"142,5",120,"0,842105263","-0,013328975","0,855434238","48,49%",2020-05-05,"1 538,17808189057","32,58%"
2020-05-06,"146,3",120,"0,820232399","-0,034098427","0,854330826","42,04%",2020-05-06,"1 521,39984719632","33,96%"
2020-05-07,"147,3",122,"0,828241684","-0,025098192","0,853339876","38,49%",2020-05-07,"1 537,73504391718","31,18%"
2020-05-08,"149,8",123,"0,821094793","-0,031295513","0,852390306","34,05%",2020-05-08,"1 563,18780117081","28,96%"
2020-05-11,"151,7",122,"0,804218853","-0,047078638","0,851297491","32,63%",2020-05-11,"1 556,48771028424","30,87%"
2020-05-12,"151,3",122,"0,80634501","-0,043910885","0,850255895","31,13%",2020-05-12,"1 570,02959219254","29,36%"
2020-05-13,"161,8",121,"0,747836836","-0,100810345","0,848647181","18,73%",2020-05-13,"1 522,63526552036","32,46%"
2020-05-14,"158,5",118,"0,744479495","-0,102568074","0,847047569","22,02%",2020-05-14,"1 476,51745121341","37,98%"
2020-05-15,"162,6",119,"0,731857319","-0,113387071","0,845244389","19,86%",2020-05-15,"1 493,61552617895","36,51%"
2020-05-18,"166,5",122,"0,732732733","-0,110771505","0,843504238","15,50%",2020-05-18,"1 566,15637795339","28,33%"
2020-05-19,"168,8",123,"0,728672986","-0,113068938","0,841741924","17,59%",2020-05-19,"1 560,27689539839","31,69%"
2020-05-20,"169,6",124,"0,731132075","-0,108871882","0,840003958","18,40%",2020-05-20,"1 556,44265046617","32,81%"
2020-05-22,169,124,"0,733727811","-0,104605579","0,838333389","18,70%",2020-05-22,"1 555,49320757712","33,32%"
2020-05-25,"168,9",126,"0,746003552","-0,090856209","0,836859761","19,48%",2020-05-25,"1 588,60105917595","30,00%"
2020-05-26,"169,8",127,"0,747938751","-0,087407698","0,835346449","18,96%",2020-05-26,"1 606,64839237046","27,51%"
2020-05-27,"165,8",127,"0,765983112","-0,068097998","0,83408111","25,09%",2020-05-27,"1 623,39398888006","29,55%"
2020-05-28,165,127,"0,76969697","-0,063192503","0,832889472","27,15%",2020-05-28,"1 657,58202421265","28,19%"
2020-05-29,"168,9",127,"0,751924216","-0,079644206","0,831568422","26,58%",2020-05-29,"1 629,76394751261","30,97%"
2020-06-01,"170,8",127,"0,743559719","-0,086634513","0,830194232","27,28%",2020-06-01,"1 649,38285529278","31,30%"
2020-06-02,"174,2",127,"0,729047072","-0,099653593","0,828700666","24,57%",2020-06-02,"1 666,97598979119","30,11%"
2020-06-03,"179,2",129,"0,719866071","-0,107305723","0,827171794","20,76%",2020-06-03,"1 709,95957200973","26,43%"
2020-06-04,177,129,"0,728813559","-0,096904562","0,825718121","25,76%",2020-06-04,"1 700,48307793663","28,21%"
2020-06-05,"182,3",131,"0,718595721","-0,105564347","0,824160068","20,90%",2020-06-05,"1 730,51202220475","25,56%"
2020-06-08,"179,4",129,"0,719063545","-0,103576247","0,822639792","21,96%",2020-06-08,"1 717,66374395303","26,92%"
2020-06-09,182,128,"0,703296703","-0,117603641","0,820900345","18,79%",2020-06-09,"1 696,70191732556","27,85%"
2020-06-10,"180,7",128,"0,708356392","-0,110752279","0,819108671","20,20%",2020-06-10,"1 692,32158825171","28,50%"
2020-06-11,"170,6",124,"0,726846424","-0,090707871","0,817554295","27,32%",2020-06-11,"1 609,05770154545","34,74%"
2020-06-12,"168,7",124,"0,735032602","-0,081101177","0,81613378","29,58%",2020-06-12,"1 609,07242072052","35,77%"
2020-06-15,"168,8",125,"0,740521327","-0,074278676","0,814800003","29,74%",2020-06-15,"1 616,13750738031","34,47%"
2020-06-16,"171,3",129,"0,753064799","-0,060571026","0,813635825","30,53%",2020-06-16,"1 671,83833452125","31,52%"
2020-06-17,"173,4",129,"0,743944637","-0,068452764","0,812397401","28,37%",2020-06-17,"1 677,53350747156","30,08%"
2020-06-18,170,128,"0,752941176","-0,058360796","0,811301972","32,94%",2020-06-18,"1 667,92559943411","32,22%"
2020-06-22,168,127,"0,755952381","-0,054306232","0,810258613","34,64%",2020-06-22,"1 657,70889319329","32,28%"
2020-06-23,"169,8",129,"0,759717314","-0,049550251","0,809267566","34,86%",2020-06-23,"1 683,36352586131","30,85%"
2020-06-24,"166,5",127,"0,762762763","-0,045622733","0,808385495","38,20%",2020-06-24,"1 642,90900474332","35,75%"
2020-06-25,"168,9",127,"0,751924216","-0,055442128","0,807366344","36,18%",2020-06-25,"1 660,95750965754","34,23%"
2020-06-26,"168,9",127,"0,751924216","-0,054452746","0,806376961","38,19%",2020-06-26,"1 657,66350881930","35,15%"
2020-06-29,"168,9",128,"0,757844879","-0,04754366","0,805388538","39,14%",2020-06-29,"1 671,52820265848","34,63%"
2020-06-30,169,127,"0,75147929","-0,052971406","0,804450696","40,00%",2020-06-30,"1 664,38030174462","34,33%"
2020-07-01,"170,7",128,"0,749853544","-0,053725533","0,803579077","41,94%",2020-07-01,"1 675,03722069302","34,16%"
2020-07-02,"174,7",129,"0,738408701","-0,064110951","0,802519652","37,84%",2020-07-02,"1 703,82351560722","30,77%"
2020-07-03,"171,7",128,"0,745486313","-0,056072229","0,801558542","43,16%",2020-07-03,"1 695,25594455394","32,31%"
2020-07-06,"174,1",130,"0,7466973","-0,053855302","0,800552602","43,19%",2020-07-06,"1 730,88334620172","31,75%"
2020-07-07,"174,1",130,"0,7466973","-0,052906182","0,799603482","44,06%",2020-07-07,"1 720,45443963076","31,22%"
2020-07-08,"173,5",130,"0,749279539","-0,049481823","0,798761361","40,92%",2020-07-08,"1 712,53143978800","28,75%"
2020-07-09,"171,8",130,"0,75669383","-0,041253552","0,797947382","44,53%",2020-07-09,"1 697,84188502582","31,24%"
2020-07-10,"172,3",131,"0,760301799","-0,036872734","0,797174534","47,30%",2020-07-10,"1 711,62184313407","30,43%"
2020-07-13,"175,5",132,"0,752136752","-0,044303023","0,796439776","46,32%",2020-07-13,"1 742,73019275082","28,59%"
2020-07-14,"174,7",132,"0,755580996","-0,040333743","0,795914739","46,99%",2020-07-14,"1 738,59743675073","29,09%"
2020-07-15,"176,3",134,"0,760068066","-0,035395821","0,795463886","47,25%",2020-07-15,"1 767,84600576347","28,00%"
2020-07-16,"176,2",136,"0,77185017","-0,023291459","0,795141629","45,97%",2020-07-16,"1 754,54543217050","27,63%"
2020-07-17,"176,9",136,"0,76879593","-0,025782935","0,794578865","48,05%",2020-07-17,"1 770,15040921958","26,14%"
2020-07-20,"179,2",139,"0,775669643","-0,018443462","0,794113105","44,53%",2020-07-20,"1 784,53581203290","24,24%"
2020-07-21,179,139,"0,776536313","-0,016907687","0,793444","46,09%",2020-07-21,"1 775,38731657458","25,70%"
2020-07-22,"181,4",139,"0,766262404","-0,026324679","0,792587082","40,02%",2020-07-22,"1 779,84513917437","23,30%"
2020-07-23,"184,5",139,"0,753387534","-0,038262891","0,791650425","39,89%",2020-07-23,"1 781,09877623578","26,63%"
2020-07-24,"179,5",137,"0,763231198","-0,027487557","0,790718755","41,23%",2020-07-24,"1 750,24181471861","28,36%"
2020-07-27,"180,9",137,"0,757324489","-0,03238335","0,789707839","44,50%",2020-07-27,"1 760,31124807237","28,39%"
2020-07-28,"179,2",137,"0,764508929","-0,024224976","0,788733905","43,97%",2020-07-28,"1 754,25044874180","29,12%"
2020-07-29,"179,9",137,"0,761534186","-0,026414695","0,787948881","39,74%",2020-07-29,"1 760,58490512208","24,60%"
2020-07-30,"177,2",135,"0,761851016","-0,025224139","0,787075155","42,16%",2020-07-30,"1 720,28094925289","28,22%"
2020-07-31,"179,3",134,"0,747350809","-0,038764184","0,786114993","44,12%",2020-07-31,"1 707,35141508833","31,66%"
2020-08-03,186,137,"0,73655914","-0,048419297","0,784978437","37,90%",2020-08-03,"1 746,32103644332","27,72%"
2020-08-04,"183,7",137,"0,745781165","-0,03808254","0,783863705","41,81%",2020-08-04,"1 734,24670512021","29,72%"
2020-08-05,"187,1",138,"0,73757349","-0,045144264","0,782717754","39,07%",2020-08-05,"1 745,48973322788","26,13%"
2020-08-06,"189,8",138,"0,727081138","-0,054328451","0,781409589","41,73%",2020-08-06,"1 739,14286226621","28,82%"
2020-08-07,"190,7",138,"0,723649712","-0,055803211","0,779452922","42,63%",2020-08-07,"1 740,45799876130","28,75%"
2020-08-10,"188,7",138,"0,731319555","-0,046291429","0,777610984","44,36%",2020-08-10,"1 748,91358405699","28,37%"
2020-08-11,"188,1",139,"0,738968634","-0,036850635","0,775819269","44,66%",2020-08-11,"1 786,28413971398","25,58%"
2020-08-12,"189,2",139,"0,734672304","-0,039551982","0,774224287","45,24%",2020-08-12,"1 788,99428423147","24,49%"
2020-08-13,"192,3",140,"0,728029121","-0,045047443","0,773076565","43,47%",2020-08-13,"1 786,79835811559","25,61%"
2020-08-14,"189,4",139,"0,733896515","-0,038031689","0,771928205","48,57%",2020-08-14,"1 754,20331240342","28,57%"
